date,review,rating,isEdited,title,userName
2023-02-15 00:35:33,"Prime video has been struggling mightily for several months much like it has many times in the past. Video cannot play. Stops/starts the session with no error message because it is in its own death loop. Wont even let you report the error. 

If you are hearing impaired and need CC, this app is a fail for any show that involves more than one language. For example, the show is primarily in English, you choose CC in English to watch. If someone starts speaking in French, you will get no English translation nor French text, you get to sit there watching two ppl speak with no CC at all. The CC only works when the speakers are speaking English. It is so easy to fix, but they choose not to.  

Massively disappointing particularly given the price.",2,False,"CC is problematic when any foreign language is involved, app fails to play 2/3 times",PiratePrincessa
2023-01-08 17:34:51,"He movie was interesting, but it lacked intimacy between the 2 main characters. For example, when her husband was heating on her and she later found out about them, your story line was to demeanor her instead of empowering her. I would’ve given her a moment where she too could experience the love of her life loving her as well.   Other opportunities missed, when he found out about the arrangement of marriage to save his life, you could’ve threw in a love child that she was caring before marriage,,,  I watched this drama unfold only to be let. Down by an unrealistic end . why was to you have less than 10 minutes to have them meet their reincarnation s of themselves. If you were shooting for an award, Hermes’s one, The almost EXCELLENT MOVIE AWARD GOES TO…. YOU 
,,",3,False,Critique By Audie,Monk Joner
2023-10-09 12:20:30,"Captions on Prime videos are not organized as it should. The dialogues are not clear when its two short dialogue and meshed as one line. Should be taking turn between two people or more. 

Those videos with freevee ads, those captions disappear 10-15 seconds before ads appears. Very frustrating because the punchline or climax comments disappears. I have to play guessing game of what it was said. 

Point of this comment: look into user experience of captioning, it need improvement. I have watched Stargates, fringes, and many shows. But noticeable worse when came to Andromeda with ads. Annoying. I also wish I can download videos with ads so I can watch oversea or long hours of airplane.",3,False,Closed caption and freevee ads not sync,Findadan
2024-02-01 21:05:58,"Well, they did it again. Took a product and made it worse for the same price. Adding commercials unless we agree to pay even more even with price hikes throughout the years is just ridiculous. They already don’t deliver on time anymore, they don’t deliver on Sundays in a lot of areas that they say they do, half of things delivered are delayed even with the meaningless “prime promise” that’s never kept anymore and so many items are for sale on their site that have no prime shipping and insanely high shipping fees that prime is a greedy joke at this point. Maybe take the time to fix your company before asking for more money that goes into the hands of the top owners and absolutely not the under paid workers. Such a low quality product at this point. Just a step away from wish or temu at this point. What a joke.",1,False,Greedy.,Pbbunnybear
2023-05-11 18:31:03,"I understand that I’m watching a program on a free with ads channel, but first of all, this app does not allow me to multitask during commercials. I have to stop anything that I’m doing, maximize the video screen, find the program episode again, watch however many commercials there are, and then re-expand the screen. that’s bad enough but lately it will show a commercial without any timeframe indicated, usually about 15 seconds, then indicate the last 45 more seconds of commercials, then another 105 seconds of commercials when that’s complete. This is getting ridiculous and untenable and I have no intention of continuing to use this. All they would need to do is allow the screen to continue to be in the minimal mode like the rest of the videos in this wouldn’t be an issue.",1,False,Disruptive and malfunctioning,chygydu
2023-11-08 03:03:55,"The app constantly glitches. When I need to go out of a video/show and come back it will often restart the episode. Then when I try to fast forward it will only allow me to do so sometimes, no I’m not trying to do it during commercials. Then when it actually will let me fast forward it will not let me do so again if I landed in the wrong spot so I have to try my best to get it spot on. I’ll often have to go out of the app and back in multiple times to try to land on the place I was actually watching. Then randomly it’ll place me multiple episodes back even though you can clearly see it shows I’ve watch the next three episodes. It’s just annoying. Also yes I have the latest update it’s not that. Although this most recent update did nothing to fix this problem",1,False,Glitchy App,Adrina H.
2023-10-23 21:27:58,"The ”skip” button during ads at the start of playing something doesn’t actually work until a set amount of time passes. Even if you press pause, you still have to wait the length of time it takes for the ad to play before it can skip it. Why put the skip button there at all? To make us feel like we have the choice? So we’ll feel less like there are annoying ads and justify the cost? One more little psychical point to keep the customer happy? I’ll admit this clearly bothers me more than it should (maybe). But it’s tricks like these, the kind they laugh at consumers about, that bother me. Let’s make a skip button but it’ll only work after the ad is done… ugh. I’d rather them just say, hey you can’t skip.",2,False,False Claim,Pierce77x
2023-12-28 14:44:09,The app is useless and terrible. It does not function properly at all. And now they’re gonna ad in advertisements or charge you to remove them? A money grubbing company who can’t even make a half decent app. A greedy company bordering on a monopoly. Prime costs enough as is. They continually raise the price to cover “the perks included” but then edit and change the perks to make them worse. Like forcing people to watch ads on content that I paid for via my subscription to your greedy overlords. The reviews for this app are clearly people who have not used it or were paid to write good reviews. There is NO way the app would genuinely have an over 4 star rating with how absurdly terribly it is. Remind? Watch a new ad or crash. Pick a new show? Crash. Watch an episode? Constant buffering and then? Crash.,1,False,Terrible,MagdalynnG13
2023-08-04 23:44:08,I have no idea why I am paying for prime video yet I paid for it but I still have to buy and rent movies and shows that I want to watch what’s the point of pain when you have to pay for movies to watch it makes no sense why can’t everything just be free because you’re already paying out of your pocket for the app and everything and the subscription so I have no idea why do we have to rent or buy the movie or the show that we want to watch or were interested in everything should be free if you’re paying for the app in my opinion and then hold ads why do you even have ads and why are the ads so long?,3,False,Renton buying already paying,Kim minae
2024-01-12 21:39:39,"The majority of the time, I use this app with chromecast to watch on my tv. It generally works well, but every time I navigate away from the app on my phone the content keeps playing but the phone’s connection with chromecast is lost. This means that if I need to pause or rewind I have to hurriedly re-establish the connection while the content is still playing. This obviously hurts my viewing experience.

I do really appreciate that with prime my closed captions settings stay the same from one thing I watch to the next as that’s not the case with many streaming apps and it’s an annoyance to turn them on over and over again.",3,False,Good but loses connection to chromecast,Wefubedcnijedc
2023-04-18 10:21:22,"Seems more like something a 12 yr old kid would design. Screen layout is very less can only see few items on screen when “searching” and looking at “my stuff”. It used to have 2 columns with smaller tv/movie icons so you could fit 20 or so on a single screen without scrolling.

The new design is very frustrating and gives me headaches, after 5 minutes of searching my head actually starts to hurt. Very strange I can assume it has to due with my eyes trying to focus on a bad design. I never had issues before the new design layout

Even the main screen is affected and is of much lesser quality. It might also be the graphics themselves giving headaches as I’m getting them on main screen as well. Again never gave me headaches before.",1,False,New design is horrible,Rhah123
2023-01-08 20:26:02,"I just watched a documentary named “Wildcat.”  It is based on organizations who travel into areas deep into the jungle.  In this particular documentary a young man joins a project that is based in Peru.  They are tasked with taking ocelot kittens that are brought to them by people living in and around the area. They will The young man was medically discharged from the military because he has PTSD and depression.  This is an educational documentary but also shows how becoming responsible for the upbringing of a wild animal from a baby is healing trauma.  This documentary pulls you in from the beginning and is undoubtedly the best documentary I’ve watched, to date.",5,False,Wildcat,Miss Ruby's M0m
2023-11-06 06:54:29,"Overall the app is fine and easy to navigate but the site as a whole (including the app) need to track your watch progress better for videos. For example, I watch an 2 episodes of a show on my computer, and later I decide to watch half of the third episode on my phone. When I got back later to continue watching the second half, it will tell me to continue watching from the beginning of the second episode, so I would have to find where I was in the episode I actually want to watch.

This happens almost always and is starting to get on my nerves. Apps like Netflix track your watch progress was better than this.",2,False,Needs better watch progress tracking,Gameon0000
2023-06-19 15:18:47,"Been using Prime Video for years and years and years. It’s been great until now. After the latest, big updates, the app has gotten very glitchy. 99% of the time, when I choose one of my downloads to watch, the screen flips side ways and then an error bubble comes up. Have to go through that one or two times before the video actually plays. Sometimes when I pause the video for later and then come back to it, the app the screen is all jumbled and completely unresponsive and I have to close it out and restart it. 

Also, the show/movie information is very cluttered and hard to read, the font is bigger and spread out, making it more difficult to follow.",2,False,Glitchy,Sparky8904
2023-12-31 18:45:37,"Well I know I steadfastly made it 5 stars but once I thought about the adds it wouldn’t let me change , the adds mostly are on the very beginning and then there’s non but a whole ton of the movies say free with adds so you are watching and every five minutes you have to watch another add. The adds are often creepy and inappropriate so I’m very thankful when the skip button pops up. Overall though the app is great no glitches , nothing it’s great service amazing selection of movies I love it exept for those adds.😁",5,False,4stars,MJJGCTG
2023-11-24 01:51:42,"Works pretty well most of the time but even after paying nearly two hundred dollars a year, cleverly disguised as only fifteen a month, the prime video app still has unskippable ads that roll before the actual program I’m trying to watch.  I pull out my headphones and look away for a minute because I DO NOT WATCH ADS… but I shouldn’t have to do that.  Even when a “skip” button appears, it doesn’t WORK, and so I’m going to cancel my prime membership before the free trial period ends because… I… LUCKING… HATE… DUCKING ADS !!!  I HATE THEM!
Remember how Indiana Jones said he felt about snakes after he gets into Reggie’s sea-plane in Raiders of the Lost Ark?  He LOVES snakes when compared to how I feel about ads.  If this problem doesn’t go away, Amazon’s going to lose me as a Prime member.  Pluck ADS!!!",1,False,Disjunctional,Moldy Mallarad
2023-11-18 01:27:42,"Just when you think you’ve gotten used to this app, in spite of it being cumbersome, they release an update that makes it completely unusable.  I don’t want to see a long list of all the individual songs in my library.  I’d like to be able to have them in folders by artist and/or album like we used to be able to do.  

It would also be nice to be able to group by genre.  Even if we had an option to define the folders ourselves that would be something.  Maybe I’m a minority and most people like to have a few albums and play them all at once, but I like to be able to break things up more and it makes it easier to find things.",2,False,Last update is the worst,Someone out of town
2023-11-20 16:19:51,"I rented a movie AND downloaded it because i knew i wasn’t going to have any WIFI access. Once I pull out the computer and watch my movie, it freezes the last 20 minutes of the movie! How is that happening if there isn’t anything to load, I rented AND downloaded it on my laptop! I had to use my personal hotspot on my phone to watch the movie. I even restarted my computer and the issue was still there. This app has greatly disappointed me. I eventually used the website on Firefox to make it work. It was embarrassing to present that in front of the people I was showing it to. a great big shame.",3,False,Doesn’t work!,Downloading doesn’t work.
2023-09-24 15:42:13,"I shouldn’t have to play search and find my watchlist they show you what they think they want you to see shows and movies you might want to see I don’t want to see that I want to see my watchlist and the watchlist needs to be at the top of the screen, I shouldn’t have to search for it, very aggravating the layout for the app needs to be more organized. They just have a bunch of list of movies and genres all bundled together, and I can’t find a simple as my watchlist or recent view shows or movies it’s almost like the app is set up to keep you on there scrolling and scrolling and scrolling looking for one single thing, they need to change the app",2,False,Watchlist?,Azar_arnice
2023-11-07 17:46:00,"This is the worst streaming app I have EVER used. 20 minutes into an episode, then leave the app and come back to it later? Nope, you never even touched this episode, lets start from the beginning. This happens on my IPAD and my iPhone, so I know its not my device’s issue- and it will happen if i got from watching on one or the other OR if I go from watching on my ipad and continue to watch on it later. It is the most frustrating thing to have to remember where exactly you left of in which episode and at which minute EVERY time you want to take a break from watching… sometimes it even forgets I watches a WHOLE episode and will start me a couple before !",2,False,WILL NOT SAVE YOUR SPOT IN TV SHOW,woodencheese
2023-07-16 23:07:47,"I used this app for years on my ipad with no issues.  Then in early 23’ a Prime Video update made the application almost unusable on my ipad.  I have an ipad for larger viewing and have always had my font size elevated in my device settings.  After this glitch update, when I launch Prime Video, the first screen is fine “Continue watching..x, y, z; etc.”, when I choose a show, the results are so magnified I can’t navigate the season, episodes etc.  For instance, my screen will display “Joe” across the top half of my screen, “Pic” across the bottom and I have to scroll down to see “ket”.  The show is “Joe PIcket”.

To view the app in a usable way, I must lower font size rendering the rest of my apps difficult or unusable for me.

Additionally, you cannot view the library of movies you have purchased. To find a movie you own, you must search by name. I wanted to peruse my choices.  I can’t remember the many movies I have purchased thru the years.  If you can’t remember them all, you can’t watch them on this app.

This app used to be very good.  I recommend Netflix, it works.",1,False,Bug with Ipads,bluepanda Fl
2023-09-20 04:35:40,"I have at least two significant qualms with this product. Most importantly, I find the video restriction to be too invasive. I should be able to take screenshots on my own device, for content that I am paying to have rendered on its screen.

I also find the (in)compatibility with Apple products to be unreasonable. Running this on my iPhone, why should I be prevented from using AirPlay to broadcast the audio from my favorite TV shows? The complaint thrown, “Videos Can’t Be Watched on External Devices”, is not even logically sound.

One can’t even adjust the brightness without having A/V force paused? Come on, guys.",3,False,Too Restricted,朱清风
2023-08-09 12:46:59,"After a recent “update” I continuously get a “Play Back Error” and it won’t stream ANY videos. So I know the problem isn’t limited to just one series. I have excellent internet coverage and connection with DL speed of 445 Mbps at the time of writing this review. I was able to post this review so also so, yeah I am connected to the internet. Also don’t even get me started about the increasingly LARGE number of forced ads on a PAID service. Finally the removal of the “Free For Me” button made this app and service a COMPLETE WASTE OF MY TIME
  
Also deleted and reinstalled the app, so again proving I have a internet connection, but the useless PoC app keeps telling me to check my connection, blaming me for their errors and incompetence",1,False,Doesn’t Work At All,Zenshi
2023-04-30 14:15:26,"It’s incredible a platform only to have English audio and subtitles, not even spanish or other languages. Yes, we’re in the United States, but there are people that doesn’t speak English here, middle age people that can not try to learn it because they’re too busy with kids and work (explaining this cause there are people that think nothings an excuse to learn a language). Netflix does provide a complete list of languages to watch any of their movies or series (Spanish, Italian, French, Arabic, Chinese, Japanese, Korean… and more). It’s just laziness and looks even discriminatory to only have one language available on a streaming platform, and not even include multiple languages subtitles. This platform is a big red flag and a NO for me.",1,False,Only English Audio & Subtitles,LenaHatake
2023-08-27 06:07:44,"Most recent update to the app has at least two very big issues. First, it’s stop showing you which episodes you’ve watched within a series. So now you have to re-read descriptions to try to figure out where you left off. 

The second far more annoying glitch is that in order to watch in full screen you have to turn the phone counterclockwise. It will no longer doing a clockwise for full screen. May not seem a big deal but for those whose phone charging is to the left side of you (on couch or in bed), it now is forced to sit in the charger stand upside down with the volume pointed away from the viewer.
😡",2,False,Update Leaves Me Fuming,TooTiredtoRename
2023-03-14 21:48:40,"Nothing is more annoying than an app that doesn’t work properly, I can’t even make purchases properly without going through a process to do so. You guys have made it an effort to do the simplistic of things like casting to a tv, playing audio, and not being able to buy seasons properly without going through another process. Why can’t I just search select and purchase then cast on the tv? Why does it have to be such an effort for it to still fail me and be stuck loading on casting with no other option available. This app comes off very lazy",2,False,Awful features that don’t work. App comes off incomplete and just on money,nicknamebadidea123
2023-11-24 21:51:14,"Prime Video is supposed to be a perk that comes with a Prime membership, but it doesn’t at all feel like this is service for which you already paid. The majority of listed movies and shows require a subscription to other streaming services or have ads included. 

In the past, there was a “Free to Me” category for only viewing movies and shows that were included in your Prime membership but of course that is nowhere to found any more.

Also, it’s 2023. Due to schedule conflicts and time zone differences, not everyone watches sports live. Why does the Prime app send notifications that reveal the outcome or progress of a sporting event? Unbelievable.",2,False,Inferior Product,gfxartist
2023-02-15 02:23:49,"Old movies, B and C movies. You have to buy or rent anything descent. If you want to see a specific movie, it always comes up available for purchase only. TV is no better.  You only get the series you would have never watched back in the day anyway. Lots of total crap stuff if you like it, there’s plenty! The part I really dislike is they make it next to impossible to scan thru available vids w their system…and everything is listed under every category so you pull up the same 10 movies over and over.  I would never ever buy this movie seri ice on its own…in fact, they also make you buy another movie rental service to access the so called “free” movies you get to pay twice.",1,False,Total cr*p!,xc56vb67kh98
2024-01-25 03:28:20,"What is the point of paying for a subscription streaming service if you need to buy multiple other streaming services to access the content? Why was I able to watch a full show for FREE a couple months ago, but now it requires an add on subscription? I refuse to pay for these “add ons” after I am already paying for a subscription as it defeats the whole purpose of subscription streaming in the first place. At this point I would rather cancel my account and put my time/money to a more beneficial service. Take my advice and don’t waste your time scrolling for content that is constantly being removed or restricted behind paywalls.",1,False,Too many paywalls restricting content,dgsjfuj
2023-09-06 09:50:33,"Usually I love this app/streaming service more than anything, and I'm not one to leave a bad review, but this new update suuuuucks..

I get that you guys were trying out this new feature to show everyone that you can see the cast/scene description, but personally, I really see no need in that feature, and I feel all it does is get in the way.

I think the way it was before was perfectly fine, where you could find it when you paused the show. 
-
One last and most FRUSTRATING thing about this update: whenever i'll turn my phone to the side during the opening credits before the show starts (CBS intro, etc.) it'll go right back to horizontal view and override my turned phone so that I see that dang cast list😑😑i never knew how frustrating that could be and how well we actually had it before the update..

Please fix this!! For everyone's sake!😭

(or if there is a way to disable the ability to watch it vertically, that way it's not flipping all around when i'm trying to watch it in bed, please let me know!!)",1,False,New update is 🗑️,Alexa Gavin
2023-08-14 12:43:52,"When I search for a movie, every version of that movie will populate in the search tab, EXCEPT FOR THE ONE THAT I ALREADY OWN. It’s a clever little trick programmed into the app, so now I have multiple copies of same movies simply because a movie I thought I purchased years ago doesn’t come up when searched. I feel taken advantaged of and that this intentional. In fact, “purchased movies/television” isn’t even a tab anymore, you have navigate through your profile to find them - they no longer matter. What is worse is that there no way to search through your purchased library, one has to scroll alphabetically. When did this app become a flea market?",1,False,I already own the movie,Shado Guy
2023-03-09 19:39:10,"Every movie I wanted to watch either had commercials attached to it or it was for rent or buy. I really wanted to watch Spartacus Blood and Sand again. I was allowed to watch first episode but then I had to pay to rent it or buy it for download. I give three stars because it was easy to cancel, I got to watch one episode of Spartacus and Prime let me try it for free. For me it’s not worth the money for a subscription and then not be able to watch anything I liked if I wasn’t interested in paying more for it OR have to watch commercials paying a subscription.",3,False,Tried the 30 day free trial,pinkberrystar
2023-09-07 02:57:21,The app used to be nice and clean but recent updates have junked it up with ads. For the cost of the service they should at least include the option to only display content included for free with the subscription. I finally decided to write a review today after being asked about buying college essentials after opening the app. Why would I want to shop if I opened a movie app? It is really disappointing to see what was once a great app be so run over with third party ads and unrelated content that the free movie apps I can pair with my public library card is a better experience.,2,False,So many ads for a paid service,Polka Pete
2023-06-10 22:03:55,"I have always thought the prime app had one of the best performing interfaces. I was always a little annoyed that the “free to me” button would unflip from time to time but it was easy to undo. Now, in this latest update all the icons have become huge with no easy way to see how to fix it and the button appears to be gone? I don’t want to sort through all of the rent or buy options. When I want one of those, I know what it is, I search for it, and I rent or buy it. If this button isn’t back soon, I will certainly use the app less and will even consider cancelling my prime membership.",2,False,Free to me filter removal?,J@K76
2023-05-05 16:50:54,"New Version eliminated the “Free for Me” tab that filtered out shows included with Prime membership so you didn’t have to scroll through all the enticements for other streaming services to “rent or buy”. This new app is difficult to use. If you click on something to get more info when you go back to the previous page, it goes to the top and you have to go through all the scrolling again. It also repeats the Free Vee option thing over and over and there is no organization or easy way to find the streaming service you might be interested in. Terrible, incovenient app to use.",2,False,New Version of App,Cwps
2023-11-25 21:33:36,"1) make the PiP pause when I open the camera. Currently, it pauses for a millisecond and then closes completely. This is super annoying. I should just be able to take a picture and the app pick up again automatically when I navigate away from the camera app. I don’t even have to actually open the camera app all the way for the PiP to close. I can just touch on and off the camera icon without actually opening and PiP closes. 

2) Ive tried enabling autoplay in my device but nothing changed. It doesn't autoplay.",3,False,Please fix these things,mllehunt
2023-06-17 00:54:42,"The recent updates have made this app a pain to find content which is available for prime users. It has mixed both for purchase and rent content with ones which prime users can avail without paying. Earlier there was filter on main page to show only prime eligible content and filter out paid content, now it’s (exaggerated) needle in haystack to just browse and watch content for prime users (aka don’t have to pay more). 
Basically in their aggression to upsell & get users buy content, they want prime users like me to stop being prime & go to Netflix (that’s what I would be doing soon).",2,False,Prime has no value,Uninfinity
2023-07-19 20:03:42,"It a dishonest practice give a taste then have to purchase for more. Drug dealers have the same business model, this is why corporations are losing trust from American and world trust. Think you are so clever and the people can’t trust any corporations. They think we are simple and stupid, the catch is we think the corporations need to be burned to the ground. Then the American people will gain the control of their country. For the moment you may think you have the Americans puppets, all we have to do is cut the strings. You may think the government will keep you safe, as soon as the majority learn we give the government power. Just remember their are more Americans than government puppets.",1,False,Switch and bait,hebuck
2023-02-28 00:51:20,"Normally this isn’t a big issue, but the past few weeks, my shows/movies will buffer for about ten to twenty seconds at a time, and I’ve lost count of how many times it happens PER episode or movie. Lately, it takes at least two minutes of buffering to get a show to start, and it won’t save where I was in the episode if I exit the show/app, it just starts the episode over. The ads at the beginning of every movie that I start are ridiculous. We pay for this service because we wanted to watch the content uninterrupted.",2,False,"Paying for Ads, Unavailable Movies, and Buffering",ShatteredBelle
2023-05-05 05:08:12,"i love all the movies and shows prime has to offer, but i’ll have to admit it was a little hard to use it at first. There were constant updates at the time i started using the app, with bug fixes and shows being added and removed over and over again, but i eventually figured out how to use the app and now i have all my favorite movies downloaded and ready-to-watch while offline😋😋😋👹",4,False,"amazing app and selection, but was hard to use at beginning😅",cockling
2024-02-03 21:55:13,"You can’t just keep demanding more money for the same service, especially when your app is already a glorified store trying to sell you something every 5 seconds. It reeks of greed and I’m not paying for it. 

I’ll be canceling my subscription and finding other places to watch the few shows because it’s not worth being forced to pay extra for the same service again and again, especially when that service is so mediocre and UI of the app is so bad. It was barely worth it before but it’s absolutely not worth it now.",1,False,Already mediocre app made worse by forcing us to watch ads to extort more money from us.,dante antonio
2023-09-08 22:07:39,"No download tab in the app, can’t manage my downloads unless I go to each individual video. After downloading a season and episode 1 has a check mark next to it, I try to play it. Video is not in HD, even though that was what I selected in the previous version of the app to download videos in. Can’t check that setting now. For some reason, even after downloading the video still buffers very few seconds. All of the other streaming apps I have work fine. I’ve deleted and reinstalled, rebooted, etc. I have gigabit internet and all other devices are working fine. Just Prime Video not working right.",1,False,Terrible after latest update,Hendjfubehcjfnxyjfihf
