link,date,text,retweet_count,favorite_count,reply_count,commentId,parentId
https://x.com/MamaSavage01/status/1647766628375973888,17/04/2023,"everytime i play this, i can not get it together, it’s funny every time. idg💙f about truth social, but did netflix fix it for yall? after i watch golden girls on hulu and see why chris christie is trending! enjoy the laughter yall https://t.co/a9ztrf9LOe",29,96,26,1647766628375973888,0
https://x.com/StrawHatBlaise/status/1645968558181023750,12/04/2023,hulu better fix their subtitles or ELSE https://t.co/axDzYsGQ6F,0,5,1,1645968558181023750,0
https://x.com/FrightYa/status/1646761199529500672,14/04/2023,"Join #FrightClub and tweet along Friday's double-feature starting with The Vigil (2019) at 10:00 PM ET. Available on Hulu. 

Then join us at 11:45 PM ET for Attachment (2022). Available on Shudder 

Bring your red flag relationship bingo cards. https://t.co/g5i0sivyhf",9,13,0,1646761199529500672,0
https://x.com/curlyballerina_/status/1648875678849220608,20/04/2023,I hate how I have to turn my tv up to 36 to hear shows on Hulu and then the commercials send me running. Fix it!,1,8,1,1648875678849220608,0
https://x.com/GeeksOfColor/status/1646543781385371649,13/04/2023,"Avan Jogia's feature directorial debut 'Door Mouse' is now streaming on Hulu.

Check out what else hits the streaming service this month here: https://t.co/BbF8gTcEuV https://t.co/QwO5ZvVnsZ",210,1002,5,1646543781385371649,0
https://x.com/MrChuckD/status/1642278280014483456,01/04/2023,"I’ll pay for that blue check because idk why the hell im paying so much for Netflix Hulu Prime Cable APPS anyway. What is the issue, is it because it was FREE before? Its the TECH game people. They give you a sample before you pay for the chicken. Or the sniff into addiction https://t.co/CEB98np4zF",142,1131,140,1642278280014483456,0
https://x.com/HanShawnity/status/1649198863687770113,20/04/2023,"Self proclaimed celebrities are throwing a fit over 8 freaking dollars.

They have no issue paying for Netflix, Hulu, HBO max, Disney+, Starz, showtime and whatnot.

But Twitter is just too much.",2,28,4,1649198863687770113,0
https://x.com/SlaughterKarin/status/1645786528214564872,11/04/2023,"Betty’s on Spring Break, and so is the show; @WillTrentABC will be back next week with an all-new episode!

Need an instant Betty fix? Stream this season’s episodes today on @hulu. https://t.co/KsycM9UzvF",19,170,7,1645786528214564872,0
https://x.com/GoodTrouble/status/1643705065365032968,05/04/2023,"Sometimes only a visit from our Moms can fix things. ❤️ See @SherriSaum1 and @TeriPolo1 in a new #GoodTrouble tomorrow on @FreeformTV, Friday on @hulu. https://t.co/gOleEQiH3z",80,714,19,1643705065365032968,0
https://x.com/HELLA_GIRTH/status/1649853234494988289,22/04/2023,Medieval 2022 is on hulu and so far sucks but does feature the fakest beard i’ve seen since return of the jedi https://t.co/gn84aiysRF,0,6,0,1649853234494988289,0
https://x.com/SkipSeasoned/status/1649904037800599552,22/04/2023,"I dare you to get to the end of the new broken lizard feature film Quasi, now available on Hulu",0,8,3,1649904037800599552,0
https://x.com/MyselfMovie/status/1649980312389320706,23/04/2023,"“WITH MYSELF” feature film by Leonardo Corbucci WON 🏆 🥇🎖️ the prestigious LGBTQ Award at the Behind hollywood International Film Festival!

@THR @DEADLINE @Variety @Variety_Film @VanityFair @TheWrap @enews @netflix @LGBT @lgbtqnation @lgbtqpod @hulu @Tubi @AmazonStudios @hbomax https://t.co/raGVV2hePy",8,10,6,1649980312389320706,0
https://x.com/Lonergunn/status/1642324488648814597,02/04/2023,"ok @hulu_support  I get the same message on my PC, tablet and TV. This is not a me problem its a Hulu issue....and now I have missed the end of the game. Thanks for nothing Hulu. Its been doing this all game long. https://t.co/5vyYWXGAQO",0,4,1,1642324488648814597,0
https://x.com/KentTweeterson/status/1647680534598897665,16/04/2023,Is anyone else experiencing a glitch in the feed everyone someone shoots in this Lakers/Grizzlies game? Trying to figure out if it’s yet another @hulu issue or if it’s yet another @espn issue.,0,25,23,1647680534598897665,0
https://x.com/WhatSleeps/status/1652013473683914780,28/04/2023,"CLOCK, directed by Alexis Jacknow, is now streaming on @hulu ! Ella (Dianna Agron) doesn't want children and none of her friends or family know why. So she enrolls in a clinical trial to ""fix"" her lacking maternal desire.
#NowStreaming #PsychologicalThriller #motherhood #horror https://t.co/TZmLXyv0a2",4,25,0,1652013473683914780,0
https://x.com/todd_mktg/status/1646034339531218944,12/04/2023,@DanteRoss For everyone having issue finding it Check out The New York Times Presents on Hulu! https://t.co/PEujg808IO,3,14,0,1646034339531218944,0
https://x.com/BeanWoke81/status/1645104781025845250,09/04/2023,@notcapnamerica They are praying Hulu uses that pixel scramble feature liberally! 🤣🤣🤣 https://t.co/XPJTlmXSr0,0,31,0,1645104781025845250,0
https://x.com/HurricaneHalla/status/1641994511747252224,01/04/2023,I really wish Hulu would fix the commercials being loud af for no reason,0,4,0,1641994511747252224,0
https://x.com/theyloveteet/status/1648781650271035392,19/04/2023,Y’all really need to fix them commercials getting loud like that @hulu,0,3,1,1648781650271035392,0
https://x.com/DPlusStarPortal/status/1651944095575838721,28/04/2023,"A woman desperately attempts to fix her broken biological clock, but at what cost?🕛
Star Original movie &lt;CLOCK&gt; is now streaming. 

#DisneyPlus #DisneyPlusStar #StarOriginal #Hulu #HuluOriginal #CLOCK #DiannaAgron https://t.co/z2JVWG2c4e",2,12,0,1651944095575838721,0
https://x.com/brittnanbratt/status/1649602992771874817,22/04/2023,"Hey @hulu y’all gon ever tell us why these commercials so loud? Or better yet, fix it?? I know y’all see us complaining!",0,3,1,1649602992771874817,0
https://x.com/AbsentAustin/status/1651940680057470977,28/04/2023,"If you aren’t watching Dave on Hulu, then fix that.",0,3,0,1651940680057470977,0
