reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
dd93c5df-88e5-4fc6-8a3a-83fa21bfc634,Valerie Roan,https://play-lh.googleusercontent.com/a-/ALV-UjVrhnAq6jjiMgw1VZ_Ijex1vYHJ9YedSBmiiyZMMZm3Hbc,Has as many movie and have found better movie on Hulu than I found on Netflix and at a better price. I canceled Netflix because it would turn off all the time in the middle of watching a move and the week I canceled I had uninstall and reinstall it 3 times and still didn't work right. I got Hulu and haven't had 1 problem and it cost less . THANK YOU Hulu.,5,76,5.4.0+12780-google,2024-02-06 23:55:43,,,5.4.0+12780-google
845f5e5b-db0d-4fb8-862d-afe2a0d878b6,Michael Wobbe,https://play-lh.googleusercontent.com/a-/ALV-UjUzEKDJ1LhVQCIQ3wrbWBHhF76lst0mnO37n6oB4br9AHM,"The design of the app and how it works seems like a child made it, and no one fixed the mistakes. When you pause a show and let it go to the background screen, it doesn't load where you left off. You then have to search through episodes and fast forward to get to the seen you were watching. When starting a new show, they start you at the lastest season instead of the first. If i haven't watched the other seasons, it should start at season 1. Zero stars, it's expensive for mediocre streaming.",1,123,5.4.0+12780-google,2024-01-31 16:46:31,,,5.4.0+12780-google
15185cba-a6ce-4e6c-be28-67fab8c52abb,Kate H,https://play-lh.googleusercontent.com/a-/ALV-UjWOAf-gubIRJvLVRp8CF7W0rw0tzFDu6H-VtSXX6MxHz4rG,"A lot of great shows, but some issues with the service. Almost every time I go to resume a show, it starts back at the beginning even though it shows how far into the show you were. That gets really annoying. Every once in a while, it logs me out. When I try to log in it will say the password is wrong, even though it is saved and the saved one was working earlier in the day. I get tired of changing my password and having to relog into my smart tvs over and over.",1,208,5.4.0+12780-google,2024-01-29 21:35:26,,,5.4.0+12780-google
b4319ad8-fea8-4f33-ba1f-d668067fc590,Dristin Johnson,https://play-lh.googleusercontent.com/a/ACg8ocIOSguPEeVwWH0L13qC93zD2I28qy2lvmbuRkes5PZ1=mo,The worst of the streaming services. The app is so far behind the times. Out of the 5 apps I use to stream Hulu is the only one that doesn't have picture in picture. I shouldn't have to restart the app everytime I get a quick text. It also does not accurately keep track of which episodes you're on. It's frustrating. Update : This app just keeps getting worse. Now I'm getting logged out daily. It freezes constantly. It'slways buffering. I mean what is the deal. I pay too much for these issues!,1,123,5.4.0+12780-google,2024-01-11 15:15:03,,,5.4.0+12780-google
b2cee078-42e8-4351-b545-1e4ed6f3df49,Kyle S,https://play-lh.googleusercontent.com/a-/ALV-UjVpWxiOS4vVOKc9_ODxgEN4oEUWEu1az56xk1dEeqsphmU,"Of all the other streaming apps I have on my TV, Hulu is thee only one that consistently buffers during movies. The website says about other devices using too much bandwidth. I say the app itself is the problem. Otherwise I'd be seeing similar issues on other streaming services. Very annoying. Especially when I only have 2 phones, a PC (that's rarely turned on), and the TV on the Internet. The TV is even wired with fiber cable pushing over 600mbps.",2,373,5.4.0+12780-google,2024-01-14 02:09:18,,,5.4.0+12780-google
4a16a9cb-a3a5-4f9c-bcd6-d946166032cb,Chris King,https://play-lh.googleusercontent.com/a-/ALV-UjUKRywWyObQjlZj12bXUvVc3_XX7vOyOzgkCdoGm9uQMaQ,"Freezing and soft disconnecting. Never freezes or stutters during commercials, only during shows aka the content I'm paying them for. Every time I cast to any TV the app soft drops it's connection to the tv, it looks like it's still connected but it can't pause, rewind, volume change or any other control. It's been doing this for months now and no fix.",1,47,5.4.0+12780-google,2024-01-12 02:48:23,,,5.4.0+12780-google
2edbd875-d6cf-4da1-855b-4d93e16a7753,Noah Withee,https://play-lh.googleusercontent.com/a/ACg8ocLaOyouMf6AAQ2-EeVi9SdXQfogQUyFMwvwBbL79hu0=mo,I am putting one star until they fix the app. If I'm in the middle of streaming an episode or a movie and I open it up a certain way it starts over from the beginning and sometimes makes me watch an ad twice when I try to skip forward then I usually miss too far or too early. I only have this problem on mobile. If I get a call towards the end of an episode and then come back it starts back at the beginning. It happens during the last 1/4 of the episode but before then it plays through.,1,47,5.4.0+12780-google,2024-01-11 04:09:03,,,5.4.0+12780-google
51f209ab-e723-424d-9ffa-5047261db941,John Roehr,https://play-lh.googleusercontent.com/a-/ALV-UjXDzYGPaiovXo6MEnpS6nf5fCUpHUyQdmIbIf2_FX_rKg,"I have a Pixel 4a and when I cast to my TV it'll play 2-5 episodes before my TV displays a ""something went wrong"" message. This has been happening for at least the last 2 years and is the only app that acts this way. Also when I get error message, Hulu doesn't remember where I left off so those 2-5 episodes act as though I never watched them, which seems to be a common issue among other users. Tried some basic trouble shooting with no luck.",2,27,5.4.0+12780-google,2024-01-13 14:22:11,,,5.4.0+12780-google
be76f890-fadb-403b-9985-df78838ecb2c,Marianne Marchette,https://play-lh.googleusercontent.com/a-/ALV-UjW9pztxnbHGsG3EXKTi79T6HbYoFRofkpNGOY7WmnXsvjI,Hulu in general is very frustrating. it often replays an episode I've already watched instead of playing the next episode. Or if I'm towards the end of an episode it plays the next episode instead of starting where I left off. It does not easily let me access the episodes list of something I was already watching to get to where I actually left off. It also consistently takes forever to load.,1,34,5.4.0+12780-google,2024-01-20 06:54:15,,,5.4.0+12780-google
3f9a2d95-a922-4e1b-98ea-8e0cbbcc4431,Lucas Weimer,https://play-lh.googleusercontent.com/a-/ALV-UjWGLgitGbkjeUAly5NDV5_RQxrtqaQL08-3PpBK5DKjCA,"only thing stopping it from being a complete ""★★★★★"" is the insane amount of ads / commercials. Adding that kind of s**t and playing it EVERY OTHER MINUTE to the point we're basically watching just as much (if not, even more..) commercials as you are the freakin TV show itself. Thus taking away one of the greatest differences that made it better than cable in the 1st place. No ads should def be free with the basic subscription.",3,14,5.4.0+12780-google,2024-01-24 09:47:57,,,5.4.0+12780-google
