reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
12b23df1-58d7-4893-b0ab-895fb78fdb54,Marissa Ferrell,https://play-lh.googleusercontent.com/a-/ALV-UjUvTGfGquST6NhJThNQrxKo2VicNoQd-gX_hUIXgI1J7ws,"It's good but it's not great. The whole x-ray thing is awesome & all, but I feel like being able to double tap to go back 10 seconds is more useful/helpful in the long run. As it is now, you have to tap to get rewind, pause, & fast forward to pop up & you have to be intentional about tapping on any of those or nothing will happen. Also, why the heck does it always start on a previous episode you've already watched when you open the app after having had it off for a number of hours or overnight?",3,221,3.0.361.4047,2024-02-05 08:45:04,,,3.0.361.4047
a8857eec-ffa6-48ed-81e1-bd6d6baf0274,Juliet Smyrl,https://play-lh.googleusercontent.com/a-/ALV-UjXfB3nFa6JYCPiwyYQsVUeX7vutlfx3DREjKeiM-qomj-oH,"It's always been a messy app. Keep watching row disappears at random, my list moves around, the included selections are very hit or miss (mostly miss), and now ads? You'd have to buy a lot of stuff on the shopping side for this service to be worth paying extra for just to take off the ads. The only reason I even gave it 3 stars is because of the programs I do like that I can't get elsewhere. For a company that has this much money, you'd think they could at least treat the customers better.",3,110,3.0.361.4047,2024-02-07 09:06:38,,,3.0.361.4047
ab35416a-d449-450d-9beb-832017087d92,thegamingdragon1145,https://play-lh.googleusercontent.com/a-/ALV-UjVSyitq0YpRsep8hXmp87M8ptt6clQURJKyxJfEYXkh2VM,"Since it's included with Prime, I've never had many issues with it. But the decision to suddenly add ads is outrageous, and then having to pay to remove them? Ads are invasive AF. A multibillion dollar company doesn't need them. Once I'm finished my current show, only rarely using this every so few months/years, I'm canceling my subscription. There are other, cheaper shopping options. Here's hoping other people do the same and speak with their wallets. Edit 01/29/24: Yeah, membership cancelled.",1,1020,3.0.361.4047,2024-01-29 21:04:30,,,3.0.361.4047
5fcc45cd-72c5-4faa-ab90-f7db147b1483,Anna Luker,https://play-lh.googleusercontent.com/a-/ALV-UjUDbn_9EvjXQ5v8t8WgPAzn_a16qs_iFk5lG1jo2U1kegqF,"BY FAR the WORST streaming app. With 90-second commercials playing every 5-10 minutes, including the beginning, right after the intro and right at the end of the show. You can't go back if the commercials are on, but if you go back when they're done, you have to rewatch them. Stupid. They layout doesn't make much sense, like why do I have to hit the play button two different times for the same episode? Stupid. Alsowhy am I paying for Prime Video, then being prompted to pay more for 0 ads. Stupid",1,680,3.0.361.4047,2024-01-30 15:11:18,,,3.0.361.4047
5b0b6f35-d530-4228-b3fa-89c2eb218ef8,Oliv3r Plays,https://play-lh.googleusercontent.com/a/ACg8ocKpR06tXtd8e0JWOVIA9zbN796jISVZOBSjoeOglg_hrA=mo,"Changed to 1 star. Now I have to pay more money to Amazon for ad free viewing. Don't get me wrong, I enjoy the shows, but I paid for no ads when I subscribed and paid a monthly fee. Paying more just seems like double dipping. ""Oh thank you valued member..if you really like that movie and don't want interruptions, just pay a little more."" Thanks Amazon.",1,376,3.0.361.4047,2024-01-29 22:50:12,,,3.0.361.4047
da7778df-e913-4180-a9f0-a339984d738c,Max,https://play-lh.googleusercontent.com/a/ACg8ocLjCAT5oWLQIck0WUFni6XYuVQyNz3-TN2tK1vX9lOm=mo,"Prime video has gone downhill over the past couple of years in terms of selection and quality, and now since January 29 they put ads everywhere even in ""free"" movies, so there's really NO REASON to keep watching anything there unless you don't value your time, or are willing to bend over and pay extra for a poor selection of movies and TV shows. Uninstalling after 5+ years of (declining) use.",1,183,3.0.361.4047,2024-01-30 17:31:53,,,3.0.361.4047
4ddfd933-b8c0-4290-a154-e09e8f290635,Frank Crouse,https://play-lh.googleusercontent.com/a-/ALV-UjVCCiNZxly15eL95xufsAMjAofTlIhIfMfGUjvll1_7Nosk,"Prime has some great shows, some not so great. My complaint isn't the shows, but the fact that this service and Paramount+, charge a premium price for a non-commercial free experience. I thought the whole reason we were willing to pay for streaming services is to get rid of the commercials! For some reason, they think it's ok to charge AND run ads in the midst. I feel like we are being cheated. Should be free with ads.",3,108,3.0.361.4047,2024-02-01 11:36:19,,,3.0.361.4047
77750df5-89c0-474d-8273-7aedccbde6f5,Stephanie Ashton,https://play-lh.googleusercontent.com/a/ACg8ocK1YtHvZGrzqSszwzQWCqkCIpe0j0-LMcrQJASAElg4=mo,"Usually this is an ok streaming app, but as of a day or two ago, it has decided that I can only watch Audio Description tracks (which narrate over the action) and it won't let me switch to the regular audio. I'm watching Monk S1, and it's happened on multiple episodes now. It also sometimes has chunks of episodes that are skipped over, like in the middle of a conversation it jumps ahead a minute or two and no amount of rewinding will help, because the file itself must be messed up.",3,40,3.0.361.4047,2024-02-03 03:26:23,,,3.0.361.4047
edb24a6e-057e-4e81-a42b-ff4445135b34,J Max,https://play-lh.googleusercontent.com/a/ACg8ocLqQhnpafqQrxsdu6KcSbrVDc5Tw2R35UwxJCOxpj7g3Q=mo,"Why not just call Prime Video Paid Freevee now? I hope you lose more customers and the tons of revenue they generate than you could possibly recoup from your new ad insertions or the price hike to keep them ad-free. I get a 50% discount on Prime due to my financial circumstances. I have no intention or ability to ""upgrade"" here, and your new interruptions kill the whole experience, and that's not what we pay you for. I can already buy nearly everything available on Amazon for less on eBay. Pfft.",1,141,3.0.361.4047,2024-02-01 00:15:20,,,3.0.361.4047
64c2a52d-98bb-41f9-ac2e-9f5b227e8041,Emily Ferrari,https://play-lh.googleusercontent.com/a-/ALV-UjV-NRUDOWwtXyWQ8-M4j0yaIfwInCcMz6xfXGBRFcR4b2w,"I would have expected Amazon of all companies to use their revenue to create a streaming platform (+ mobile app) that meets or beats the standards set by other streaming services. However, the UI is clunky, the account features are impossible to navigate, and the video perpetually lags behind the audio by 1-2 seconds. (And this happens with downloads on Airplane Mode too, so I know it's not my internet speed). Overall such a disappointing, lazy streaming competitor. Get good scrubs.",2,51,3.0.361.4047,2024-02-02 23:30:16,,,3.0.361.4047
1652757a-5c8e-4c93-8280-425029793de2,Claire Franey,https://play-lh.googleusercontent.com/a-/ALV-UjU65APxN76LedjtdVQNWP9k8zxKr0WB6mDYefXLUfRENg,I used to love prime video. I've had it for years. So long I don't even remember when I first signed up. Now it plays ads even when you pay for the service. A show I was watching uninterrupted just a week ago now has ads breaking up the experience. It's awful. Then it asked if I wanted to upgrade.. why would I upgrade to a more expensive version that's just the same version I was paying for previously?,2,21,3.0.361.4047,2024-02-06 23:25:43,,,3.0.361.4047
