reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
f5f4449e-343d-4644-bafe-9a5cd0cc7061,Samantha Feucht,https://play-lh.googleusercontent.com/a-/ALV-UjVvp0M_5KqztqNkPJSIOhF_8WziyOqlGcCFbTVRDqV5g8A,"Seems like they're never going to fix the issue. The app will take forever to open, freeze spontaneously, and then the app will completely close. Every. Single. Time. I'm extremely lucky to get a whole movie without it closing. This is the 4th time in a row for ONE MOVIE I've been trying to watch. Don't waste your money on the subscription. You're better off just buying the movie so it works when you want it.",1,285,2.26.3-rc2,2024-01-15 02:23:11,,,2.26.3-rc2
c104942e-d5ce-4e1b-ba63-4eefffe6f802,Sean Forde,https://play-lh.googleusercontent.com/a-/ALV-UjV5FbuqvdeWXrhN4lpCfzI9MlHuTOqaejn8B4v9bSzZ_g,"I wondered if Disney deleted my last rated post, anyhow, it's still a low rated. Countless updates, time and time again, from the inception of this app it has been nothing but a buggy, unuseable, hot mess. No matter the update the original issues persist while fostering new issues. I mean it is not like every other streaming apps has the same isssue. It's just Disney Plus. The Crunchyroll app is known to have issues of it's own, but no where as broken as Disney! Get it together!",1,75,2.26.4-rc2,2024-01-25 20:10:22,,,2.26.4-rc2
59a268ee-ab86-44c6-9d4e-82bd90a4ffbe,Math x2,https://play-lh.googleusercontent.com/a-/ALV-UjUs84diEn_-msMEOX50zKtLi2yMrUmeEnGcCo20XaQagN2a,"this gives me access to the movies and series that I'm interested in, there's even extras like cut scenes and trailers. the app doesn't seem to cache anything. if you miss something and go back 10 seconds, it has to load everything again, if you have a slow Internet connection you could miss it again. I've had to turn on subtitles just to read what was interrupted by buffering.",4,670,2.26.2-rc1,2023-12-13 18:39:58,,,2.26.2-rc1
dfb4596a-ecf1-4fd6-a7e6-c3c722814513,Kevin Bunn,https://play-lh.googleusercontent.com/a-/ALV-UjXe0Xo1ow1GfhSRGNiBb6qYaG54hwNixzTtoVQpjq5uGcA,"Without ads it's smooth and easy to navigate. With ads (did their black Friday deal) it's trash. The ads freeze up, so you have to back out, goes back about 30 seconds, then tries ads again and freezes again. Repeat this about 5 times before you can clear ads and get back to your show or movie. Just trash. I only resubscribed for the deal, but really not worth it. If it doesn't resolve by the end of my month, I'm out. I'll just use my YouTube live recordings and fast forward. Through the movies",3,606,2.26.0-rc3,2023-11-29 21:33:41,,,2.26.0-rc3
602d2239-c2dc-4286-a40a-52f5bb4c382c,Mahen *,https://play-lh.googleusercontent.com/a-/ALV-UjW5CbfWQIkH_3rCuoyAMVEv_kpm_VR9Pn6gqYWxvDlAELyH,"This is possibly the worst streaming app. It's so buggy. I hardly can watch anything without it freezing up. Re-starting from where you left off is a hit and miss! And they have the nerve to charge $15 a month for this!!! What surprises me is that with all the common complaints about how the app is malfunctioning, Disney does not bother to fix it but has just increased it's price.",1,51,2.26.4-rc2,2024-01-31 17:26:16,,,2.26.4-rc2
61704d34-209f-4c39-8e88-cb8e7a72db3a,Katrina Longoria,https://play-lh.googleusercontent.com/a-/ALV-UjWJUgC20py-80AxbYzkkKg5qAfNLpS4mFBFfGwpDRdp5IYQ,The latest money grab for ads has been one of the most frustrating changes. Their ads keep crashing the app. can not even get through a movie anymore.. the ads crash the app then start the movie over from the beginning... the buffering wheel of death has been the only thing that has been consistent. I'm ready to cancel my subscription and move on. typically we like commercials but this is plain inconvenient. please fix it,1,109,2.26.4-rc2,2024-01-26 05:38:21,,,2.26.4-rc2
8bac574b-788e-4663-92ac-ccbfd2f9a393,A,https://play-lh.googleusercontent.com/a-/ALV-UjWKBwENzFYGVTNV4kgRHzRGDcJQ0gCNm1e3ZI4uFWPpTDY,"Horrible time logging in. I don't use Disney plus on my phone often, but when I do, I have to reset my password every single time because it says my password is incorrect. It's absolutely a mess. I have called support multiple times and they say there are no one but my devices connected to it. No recent password changes (except the ones I make when logging in on my phone). It's unusable on my phone. On my computer, TV, and XBox I NEVER have these issues. I can log in with NO problems.",1,310,2.26.2-rc1,2023-12-08 05:25:38,,,2.26.2-rc1
3aa5ed95-0d94-4ed3-b59a-d7adcdbd7a34,Elizabeth Lamothe,https://play-lh.googleusercontent.com/a/ACg8ocLU844GHq0sJFd7XQxYo8zmgHWniG1S3i1m3Mo7b4dyQtQ=mo,"For what Disney charges you would think they could solve their playback issues. No matter what I am trying to watch, if it's on Disney +, it's going to spontaneously stop multiple times throughout the episode or movie. This does not happen with any other streaming app. It's not my internet. Last July we moved across the country and got a new provider. Same issues with Disney +. It's honestly really disappointing. We wait and wait for something to come out, only to not be able to watch fully.",2,207,2.26.3-rc2,2024-01-10 02:16:19,,,2.26.3-rc2
92414e6b-1a08-4c4a-9835-8b7ae879a224,Grant Allor,https://play-lh.googleusercontent.com/a-/ALV-UjUCeQpgh370_C4VsA8cGoxuE3rtGeh2phezzVwoJt8W3II,"App does not play the audio description audio track, even though it's selected. Changing the audio to other selections rarely works too so it makes it completely useless for my daughter. Tried it on iPad, iPhone, Android and after clearing my cache and reinstalling the app.",1,8,2.26.4-rc2,2024-02-04 01:28:50,,,2.26.4-rc2
430c1a79-f364-429c-9342-d7ba6183ac33,Sophia,https://play-lh.googleusercontent.com/a/ACg8ocKsdzUqo7KUjwtc0pGzMjJvgXsA5gpZAvdx1LYB-xoK=mo,"like why wouldn't there be a remove from continue watching list option? it's so annoying bc every time someone else watches something on their profile, it's automatically on mine. it's $15 a month for this. you'd think they'd have a more efficient user interface. like i literally never experience any problems with the other streaming service apps besides this one",3,58,2.26.4-rc2,2024-01-24 20:26:36,,,2.26.4-rc2
