reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
31f3e50f-eb00-4acc-a169-483160407c79,Pedro Almeida,https://play-lh.googleusercontent.com/a-/ALV-UjVd7Vuq-rzsnKnwh-TFUvJQJKhUnOFsYvwkUqyyfk85r15T,Too many unskipable ads.,1,0,2.0.31,2023-08-12 01:49:46,,,2.0.31
bed38adb-fa51-400a-82dd-325acede2786,Lusitano Viriato,https://play-lh.googleusercontent.com/a/ACg8ocLFDA9K0T6i5auziCZqn2tx19eYP1Rk9kU3xFvO4XQX=mo,"rubbish. if not for some news i only get: ""this program has no rights of transmission"" after the news..",2,12,2.0.16,2020-06-14 04:52:49,,,2.0.16
2892d05d-944a-4d31-a2e2-18a5d1859858,NÉLIDA DE MARQUES,https://play-lh.googleusercontent.com/a-/ALV-UjWb2sRzOZ5o3PRrE1-5zEzFgBaPqyg4la_ciS3ODDg4-A,It's a very good application ! Thanks for it !,5,0,1.0.37,2023-08-31 07:33:14,,,1.0.37
0e71417a-b15d-4ddd-b230-a85001c2b350,deadelvis,https://play-lh.googleusercontent.com/a/ACg8ocIYM86eJz4GoAFSpJNzB4uolsBh5Fyn6XLjazUsweyZvA=mo,updating the app without specifying what's new is lazy poor practice and disrespectful to users,2,0,1.0.37,2023-06-04 19:37:06,,,1.0.37
fe359815-5f50-45d5-a339-2aabfa463ff4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Useless, just a loading screen",1,2,1.0.9,2019-09-08 16:22:30,"Cara Ana Guerrinha, obrigado pelo seu comentário.
Atualizámos a aplicação RTP Play e o problema que relata deverá já estar resolvido. 
Caso encontre alguma questão, pedimos-lhe que envie o seu comentário para o email de suporte play@rtp.pt.",2019-09-13 11:05:22,1.0.9
77de11c8-e798-41cb-9bd6-ca5d10efb2be,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Top news, information on time",5,9,2.0.6,2020-02-10 20:39:54,"Caro Jose M Chichava, obrigado pelo seu comentário.",2020-02-12 18:31:57,2.0.6
cc81b3b4-f019-4961-ba68-40d8691e16c7,G Xg,https://play-lh.googleusercontent.com/a/ACg8ocIcZIDEnWSOmFVk8hMF--wfVFakfgNvBCuR2drpkjMgreA=mo,Unable to open the app,1,0,,2021-10-10 03:45:07,,,
2db69f20-3238-4015-b7f2-5efcc82e4c4d,Jean La Fontaine,https://play-lh.googleusercontent.com/a/ACg8ocLasHxz9H99ocyb34G98lg3QdxPqwAgfMCx4DA2nG6-=mo,you can access the app but I can't watch any content,1,1,1.0.36,2023-04-19 11:16:30,,,1.0.36
68ba076a-772d-4460-acea-f7a3bbe4651a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,App is working well. Thank you.,5,2,2.0.2,2019-09-14 15:24:19,"Dear Cedar Drive, thank you for your comment.
The issue you are reporting is already solved in this new update.",2019-09-13 18:55:42,2.0.2
691b0573-d1f7-4b46-8210-5d94a89398dd,borja1000,https://play-lh.googleusercontent.com/a-/ALV-UjVYRbuMQW35UMUe6e_t4igyYU7kLwEqUHClcMv-TGz5Ug,Não tem funcionalidade de ChromeCast???,2,0,2.0.40,2022-11-29 00:03:19,,,2.0.40
32696645-39cd-4131-98f2-186f8889eefa,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Does not work in the USA. Uninstalled it .,1,3,,2018-12-24 02:59:22,,,
e58da44f-43c3-4ebe-9ed1-36b8061d9050,Marina Almeida,https://play-lh.googleusercontent.com/a-/ALV-UjWsyx3RmyQE2T7v06yX-wBPgqMx3fj5OsBX-P2P5WyOjK8,"It 's dont work,in my tablet android,..",1,5,2.0.28,2021-06-01 22:58:41,,,2.0.28
aed96a06-7a70-43e8-88c5-1fcac213a89c,Rui Romano,https://play-lh.googleusercontent.com/a-/ALV-UjUYDbfqAAlv6vYXAg6OJtTRmXNp0QzRnan-16jsXvvRHz9F,too much publicity,2,0,,2023-11-18 18:49:45,,,
7ba5daac-d70f-421c-bd20-b9e5934b1e93,Antonio Andrade,https://play-lh.googleusercontent.com/a-/ALV-UjVjR0pqPJxNtPvEtMMp2tIKir2sM2AotAtGqko6OfbheCuK,"Good, ut fails sometimes",5,0,2.0.44,2023-10-05 15:10:22,,,2.0.44
7e871907-cf76-4e60-a237-84e152019ac6,Carlos Monteiro,https://play-lh.googleusercontent.com/a/ACg8ocJjrcvGSc691uZU1UAJCgVKKSifCi9KJCznY2qgzoAd=mo,Is sad that we are immigrants and we trying to keep With RTP and we can't here in The United States,1,2,2.0.31,2021-09-24 18:20:46,,,2.0.31
0fa97499-d14f-45ec-9578-b7fb43bb533b,Carlos Alberto Costa,https://play-lh.googleusercontent.com/a/ACg8ocJNRAhTwSPN9UBU_R6f2i3IhmtFsgWaDYWNmA4Sk49m=mo,After Updating Stop Working in UK,1,2,2.0.35,2022-03-10 07:11:49,,,2.0.35
b07bbd5c-3268-4ee8-8d59-08b95049c7f5,Annzita Miranda,https://play-lh.googleusercontent.com/a-/ALV-UjV2iVIWHeikvxnIlJ0JjlimIebjJPhirKVLNmqqOD6d0dnZ,No rights of transmission?? Really??,1,1,2.0.26,2021-03-24 13:39:21,,,2.0.26
c3ee58e9-ef86-46f1-94bf-4b7b0885eeed,Darryl Nunes,https://play-lh.googleusercontent.com/a-/ALV-UjVfrCsqhwobS8lBCoFmTF15oiR4jjFA19xSgkJzDhQhL2Q,No longer opens,1,1,2.0.26,2021-03-29 10:38:25,,,2.0.26
91d33054-6468-4716-99ff-090cd6a208c8,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,No closed captions,3,0,,2019-12-16 00:01:16,"Caro utilizador, obrigado pelo seu comentário. A disponibilização de legendas é algo que muito em breve será oferecido na aplicação. Caso tenha alguma outra questão, pedimos-lhe que envie o seu comentário para o email play@rtp.pt.",2019-12-17 10:18:25,
a6139f3b-af40-4dc0-8324-d9f497d0ed68,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Cast support means 5 stars,5,1,2.0.4,2019-11-02 21:46:19,"Caro André Lourenço, obrigado pelo seu comentário. Além do Chromecast a aplicação oferece ainda um conjunto de funcionalidades como: continuar a ver, transferir podcasts ou marcar conteúdos como favoritos. 
Para alguma outra questão pedimos que envie o seu comentário para o email play@rtp.pt.",2019-11-18 17:38:43,2.0.4
a136cfd5-742f-4541-92ec-985cd1ac1638,Luis Henriques,https://play-lh.googleusercontent.com/a/ACg8ocI9Vl2epOFYlFIOLALDeegV4sfwqxur_OT-qNZq4xYl=mo,App lixo. Desinstalado.,1,0,,2022-03-12 21:23:40,,,
1251d082-8e2f-4fd7-94f0-12d9871f1914,Filipe Furtado,https://play-lh.googleusercontent.com/a/ACg8ocImA5gbBinwIt1qklzksV5I2qlPJQB0SuaWZb0YTxgP=mo,Worse than the worst I might expect.,1,1,2.0.19,2020-10-23 23:02:20,,,2.0.19
c59b410f-138d-4518-9a01-1cca545d0fd1,Akbar las,https://play-lh.googleusercontent.com/a/ACg8ocKgrfRLuZU2SI5ROHXyiRg28rbZ5qbcOukrjuGF_WQc=mo,Dont use this spytools,1,0,2.0.19,2020-11-06 17:43:07,,,2.0.19
6dfaeed2-aa7b-489e-ae4d-2a2c0f98be4e,SA3ID INFO,https://play-lh.googleusercontent.com/a-/ALV-UjWKil3UpUdFwHh_TLXzBmYaOOb06rz36myY6dQ9M9WaIc0,very good app,5,0,2.0.35,2022-04-05 03:02:08,,,2.0.35
2ce60bbc-15d4-4c86-97ba-c61736e3ef9c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good app,5,1,1.0.9,2019-06-29 20:03:23,,,1.0.9
c900a6cd-bc6b-4e50-8762-a40ef96d0697,Kobusak Corner,https://play-lh.googleusercontent.com/a-/ALV-UjXXfBBhJV1jYNbLm0mdU4ehg0F0jOsUttqJmraxByrHzA,I love watch WISSPER,5,0,2.0.40,2023-01-13 06:43:36,,,2.0.40
d6ef56d8-c0af-44be-aa6f-de26dc199388,Natalino Duarte,https://play-lh.googleusercontent.com/a/ACg8ocIDwDnWGXD0Vpd1zSgk6yyxYucdety-bbCl3IfPCCRj=mo,My first time no opinion,1,0,2.0.32,2022-02-19 23:16:26,,,2.0.32
fc964163-7ae5-427e-8b0e-160be9ba2178,Eduardo Ferreira,https://play-lh.googleusercontent.com/a-/ALV-UjUnuNldj0kikGBvl5plDHC4VQkTt9r57kyUpNxn51bplg4,Anúncios a mais... Infelizmente não consigo usar. Tenho um ad blocker e os videos não correm. Pago a RTP com os meus impostos e não posso ver os seus vídeos. Venha um referendo para eu votar em privatizar. Não serve os verdadeiros acionistas.,1,0,2.0.44,2023-09-08 23:11:22,,,2.0.44
8ed5329c-1724-4941-9487-3ad15cc4487e,White Horse,https://play-lh.googleusercontent.com/a-/ALV-UjVUCPTmUudgoCDk5H4oLD0EuyDt42BNRII8T9dVV2B_fSA,"A 1a coisa q acontece ao abrir a app é receber publicidade de ecrã inteiro da marca temu, e não consegues sair desse ecrã sem forçar a app a fechar. Assim sendo n faz sentido manter a app no telemóvel. A desinstalar. Qd abusam na pub, perdem viewers.",1,0,2.0.44,2023-10-31 11:41:32,,,2.0.44
a32a3361-8e3b-4d2c-b959-f002f368cba2,Ricky X,https://play-lh.googleusercontent.com/a-/ALV-UjVV7eYbjyIFW-KSWfA28YcSMFxrNbBv7OCNPGet_DAoj1o,"Uma tristeza! Sempre falha. Publicidade ao abrir a APP, mais publicidade para selecionar um canal de TV",2,0,2.0.44,2023-09-10 19:40:02,,,2.0.44
79b3bb37-1f93-45d7-9086-cbf3c3a96f15,David Rebelo,https://play-lh.googleusercontent.com/a-/ALV-UjX9eEH85ZmcIn1K1mCvJ5S4GJ-8npTHw7Rfa2MNQI-2lzM3,"No meu OnePlus 8 Pro com android 13 nada funciona. Nem TV ao vivo, nem programas gravados, nem rádio, nada funciona.",1,1,2.0.44,2023-06-28 16:42:13,,,2.0.44
708e4f75-2b0f-4a55-b4e0-09c9a4b03b96,Paula Silva,https://play-lh.googleusercontent.com/a-/ALV-UjWv0_Si5Ty8SanF--asgRBb2m0yMELc0tOEobEjsK6KQMRQ,Eu tinha dado 4 estrelas antriormente mas hoje retiro duas das quatro estrelas que tinha atribuido porque a aplicação piorou e muito! Por favor corrijam os erros desta aplicação,2,0,2.0.44,2023-10-20 20:46:35,,,2.0.44
49270fb3-bb37-4dd2-95c4-e209d6465126,Nuno Mateus,https://play-lh.googleusercontent.com/a-/ALV-UjV7Vkn80BOXdn8FhYEYSwriCIzldXIcgRuetKDtd7gYehWF,Exagero de publicidade mesmo para um canal público. Cada vez que abro um vídeo sou bombardeado sempre com publicidade. Desinstalei.,1,1,2.0.44,2023-07-06 23:57:13,,,2.0.44
8778a028-ba1a-4c9a-a387-8ee9fb5e705d,Sérgio De Castro (Enki),https://play-lh.googleusercontent.com/a-/ALV-UjX_JslwrXpstFCDK75wCJuUwQF9ZrLVJDP3MGKYxPKZp0U,Eu prefiro usa o Google search porque pra ver sem ads é o preferivél e podes usar Google Chrome Cast.,4,0,2.0.44,2023-07-21 10:04:59,,,2.0.44
cfa8115b-fe38-4d61-b993-b4a460e621a1,Sergio Vasconcelos,https://play-lh.googleusercontent.com/a-/ALV-UjXmHdQ54xgCgWlIIVMKPg2rGGDFyM5w1DU01gHHFJEhK6Y0,"Ao abrir a app, aparece uma publicidace que não fecha. Logo, uma app totalmente inútil.",1,0,2.0.44,2024-01-24 21:42:06,,,2.0.44
4eef7463-7d01-443d-8397-a04f7d4aa9b2,Ana Val-do-Rio,https://play-lh.googleusercontent.com/a-/ALV-UjWNImY3izVouxYGVhMQ7_MHkTjEtW8X9GzWXKLMuVpyq-w,Crasha muito...,3,1,2.0.44,2023-11-18 21:41:25,,,2.0.44
7e728108-89e3-4e73-81dd-b4cafbb8bcc1,Albino Caldeira,https://play-lh.googleusercontent.com/a/ACg8ocLX8rTFsspnuPzNx_ZiGJQWyDNcnf7kzeIbxN-nyBj_=mo,Foje muito obrigado,2,0,2.0.44,2023-08-19 19:57:20,,,2.0.44
a75be172-8c4f-4527-97e6-8b7dabf2260b,Jose Nunes,https://play-lh.googleusercontent.com/a-/ALV-UjViM7FPi6gzMBo_5U4rPE3ZDDu35VsbUx4otieMXkVkFg,Like it.,4,0,2.0.44,2023-09-26 19:35:40,,,2.0.44
1c96eb07-db31-4207-a349-1e44eee7a88f,CS PP,https://play-lh.googleusercontent.com/a-/ALV-UjV--Jf6vc9p48FAfSy-2N0hpaPSRuwGKwLlAE31azTE7nE,Working well.,5,0,2.0.44,2023-06-29 11:23:36,,,2.0.44
6c7d0beb-8cd6-479d-8dc4-71f1a4d4798e,Eng. Andrade,https://play-lh.googleusercontent.com/a/ACg8ocKVJoq1x-j1q_fQfQ8Z_nEKPqb4PRtXDcTEmXpb7bo_=mo,Contém anúncios. Uma vergonha. Um serviço público pago com imposto audiovisual não devia ter anúncios.,1,2,2.0.43,2023-06-08 01:03:07,,,2.0.43
9d2a07bd-a694-4d7b-893c-e026600aa5cc,Casa Alapraia,https://play-lh.googleusercontent.com/a/ACg8ocKMWyiWVHyQF06tjVitM-HCW7oo-GJUER7A_doeJJYl=mo,nao funciona em box android tv. lixo,1,0,1.0.37,2023-12-11 18:49:02,,,1.0.37
db086c55-1f0b-4b3c-afe0-7b951a421c15,Judy Brazil,https://play-lh.googleusercontent.com/a-/ALV-UjWRHXdpp-4opvlfPvKBi-eIvXK6BScDpD9eKSZEK5ve4CM,Tem certos programas quero apanhar e não posso,4,0,1.0.37,2023-11-16 20:47:07,,,1.0.37
40dafb1e-c72e-4039-ba9d-8fed537a3f23,Mauro L.,https://play-lh.googleusercontent.com/a-/ALV-UjWMmTrT6DO4RcJPqe1HMZ3n97_QpUZzbIDCgsy_FYDgHpk,Para quando Android Auto também?,4,0,2.0.43,2023-06-26 17:59:54,,,2.0.43
207e7022-26f9-47a4-907c-33d4ff84f64c,Pedro Costa,https://play-lh.googleusercontent.com/a/ACg8ocIaaTakWI06zA0V5c5uWMZWiYU25mIdxLgFQ51JZ643=mo,muita publicidade,2,0,1.0.37,2023-12-17 00:32:45,,,1.0.37
55cca187-cc8f-4871-b288-8111d6ebfb0b,Tiago Diogo,https://play-lh.googleusercontent.com/a/ACg8ocLi4vavA-8NklZw2_weA1l_anTS04srsOydyfvG0YSc2Q=mo,"Sempre a crashar. Não dá para criar utilizadores diferentes, nem memoriza o nosso histórico de utilização de forma correta. Pior app de streaming que já vi.",1,0,2.0.41,2023-05-12 10:27:58,,,2.0.41
32b13262-bdcb-4032-ad98-9d876f70c6d6,Helder Rocha,https://play-lh.googleusercontent.com/a-/ALV-UjXADGe35U2qPuwAOBnx0MLhbhGgS4-X15ALT9Cu61qn,"Instalei hoje a app e simplesmente só consigo navegar nos conteúdos, não há nenhum vídeo que funcione. App totalmente inútil neste momento.",1,1,2.0.41,2023-03-05 23:13:57,,,2.0.41
880f0c1c-cbb8-4b2a-a421-41af13de969c,Filipe Oliveira,https://play-lh.googleusercontent.com/a-/ALV-UjWyIX5EDn2NIEXHgCFJwPwLtW2d8kVQCzQmzxXqGK9gkiA,"This app is nothing but a bad taste joke. Don't install it unless you want to waste your time. / Esta aplicação tornou-se uma piada de mau gosto. Não instalem, a não ser que queiram perder tempo e aumentarem os vossos níveis de stress. É que isto pura e simplesmente NÃO FUNCIONA!!!",1,8,2.0.40,2022-09-04 04:48:36,,,2.0.40
49311082-4caa-4acb-95a6-7443d4c83f64,Diogo Almeida,https://play-lh.googleusercontent.com/a-/ALV-UjWtlrLxuzO7K5V2LiCLxeWMH3Jts8uOGEYZvF0I0Fip0gP2,"Algumas inconsistências na forma como os episódios são apresentados quando uma série é selecionada pela primeira vez. Aquelas ainda em estreia abrem no episódio mais recente enquanto que aquelas que se encontram completas abrem no primeiro episódio. Além disso series com múltiplas temporadas abrem na temporada mais recente em vez da primeira. Apenas está presente a ""opção"" Auto nas definições do player impedido a seleção de qualidade mais elevada a troco de esperar pelo buffer numa ligação lenta",4,0,2.0.40,2022-10-28 11:50:49,,,2.0.40
004b29f5-3dd4-465c-86e2-c1708c641193,Sonia Teixeira,https://play-lh.googleusercontent.com/a/ACg8ocIY2GF6QkCb27wegkoua5aamebBuldaO4uMGs3NJLx3=mo,"Patética app, tal como online. Só poucos programas estão disponíveis para ver. Qualquer programa que pesquisei para ver e do qual aparecem todos os episódios, no fim não têm direitos de transmissão online. Não esperava outra coisa também...",1,0,2.0.40,2022-08-25 09:52:25,,,2.0.40
eea602fc-3418-4781-8646-4c71bd320b0f,chrystsyst syscraftt,https://play-lh.googleusercontent.com/a/ACg8ocKRtPz1cOmKAZE97GoWFHKCx6X2ewX4eoVFUyVG5h9V=mo,Excesso de publicidade. Muitos canais mas poucos em directo. Bastante aquém do expectável para uma TV publica.,1,1,2.0.40,2023-01-16 14:17:57,,,2.0.40
71f72357-cd5c-46d4-b6b1-5093d2e14875,Rafael Sereno,https://play-lh.googleusercontent.com/a-/ALV-UjXDY2VgPGZgmjCOnt_veufErl8YCike6ctDhinZJxWDoCs-,Publicidade quando se tenta ver TV. 30 seg perdidos que nem são direcionados ao país em que está a ser assistido.,1,0,1.0.36,2022-10-21 08:50:22,,,1.0.36
6a7ffee4-2e3e-4998-a3ec-2cbd59475fb1,Tokyo GT,https://play-lh.googleusercontent.com/a-/ALV-UjXaqoWsqLP_xz0Im6DZdtAi3uIhwnXMkN6_YvUdQiTZ2g,"Ridículo app nao funcionar fora de Portugal, sem direitos de transmissao online. Nesse caso a app é boa para nada",1,1,1.0.36,2023-03-23 08:54:22,,,1.0.36
b8507b35-a7f8-4385-94ba-7fa8850b896a,Maria Daniel Loureiro,https://play-lh.googleusercontent.com/a-/ALV-UjWKFeTc8Um64Lf5UvwTomSe46M20Z_kmP6lQIeDbKbQU70,"O episódio não continua depois dos anúncios, a imagem fica presa no último frame do anúncio.",3,0,2.0.40,2022-08-27 14:51:51,,,2.0.40
